EpochIndex,EpochT,PrnSatellitesIndex,Pseudorange,RawPseudorange,Snr,ErrTropo,ErrIono,SatClkErr,SatPosX,SatPosY,SatPosZ,SatSystem
2,1621218776,135,22778390.3961777,22638318.69,35,3.13525076935092,4.94527006402171,140076.848732465,-587013.272705184,27885203.6295895,297474.292560051,4
3,1621218777,1,21847275.553329,21641341.807,29,3.61530847357788,5.79699947310105,205944.694256077,-13075671.1118396,21958245.0204469,-6783294.20951116,1
3,1621218777,4,23703752.6390245,23762695.143,15,6.87082821105449,8.72818256188005,-58928.161380453,-3216875.96271201,22268783.1463262,-14061303.7446594,1
3,1621218777,7,21212780.3332529,21166924.596,14,2.9170420915391,4.10629462077097,45859.4101477793,-823795.634072931,20034060.2008408,17516775.9166467,1
3,1621218777,8,21149836.6826789,21156291.694,18,2.97131382579239,4.16159462723182,-6446.34279353226,-9193451.96441031,14717246.5013614,20007492.572336,1
3,1621218777,9,22986226.6738162,23089944.995,30,5.00545634004616,6.83402260836366,-103706.062899667,6130268.76056391,25440072.4779887,-4539383.3741252,1
3,1621218777,16,24278410.4509563,24376275.375,14,8.49795897551656,8.52181672862659,-97850.9755063337,-24782405.439766,117746.080424435,9912568.67259229,1
3,1621218777,21,20717780.8251304,20682231.065,30,2.7742497809438,4.48213680310009,35553.9452786735,-17006476.4651549,19940781.6596521,2800082.52022178,1
3,1621218777,27,23259629.5188778,23299022.096,20,5.82572204267991,5.9837698403123,-39380.2092233316,-14757418.5018778,2517389.34149091,21785039.2490151,1
3,1621218777,107,37419983.1190455,37218370.907,36,3.3673566581262,5.2140687408953,201620.943367082,4375794.14696418,41879774.9491032,-1379272.46973411,4
3,1621218777,108,36493726.2474987,36582331.633,28,2.73014035590317,4.49401924234729,-88597.4718190032,-14732716.2670805,39475706.028366,-797546.924003661,4
3,1621218777,112,36980710.3060561,36928849.79,28,2.90299092170014,4.18293492211698,51871.8590348294,-14543871.3674378,22758734.7105847,32585573.084559,4
3,1621218777,132,21887086.4035069,21727341.149,44,2.55503274217011,3.92755170411982,159750.388025305,-12102218.2880959,19316260.8443067,16063692.172619,4
3,1621218777,133,25385511.9158286,25407580.684,27,7.8242078843873,6.62695213043125,-22055.6360982478,-15844824.5390597,-629361.233439797,22961566.4534645,4
3,1621218777,135,22778217.7682529,22638146.059,35,3.13273046986858,4.9451070727254,140076.84912432,-587130.841915278,27885166.9498586,300583.103987033,4
4,1621218778,1,21846852.1393724,21640918.408,29,3.62709091608068,5.79643855081154,205944.690520983,-13076383.0603634,21958730.2228488,-6780200.19141353,1
4,1621218778,4,23704459.1187492,23763401.65,13,6.89609508107425,8.72965790849668,-58928.1619134573,-3217631.34791516,22267145.8574571,-14063727.5846267,1
4,1621218778,7,21212521.264451,21166665.534,13,2.92676117858128,4.10637088316647,45859.4131412899,-825373.121409528,20035575.3315929,17514882.3090593,1
4,1621218778,8,21150363.4288778,21156818.451,19,2.98171461340688,4.16201841932768,-6446.34276998873,-9194463.75809647,14714902.5904913,20008780.6873107,1
4,1621218778,9,22986772.8942318,23090491.235,30,5.02324581858486,6.83515957274431,-103706.063557589,6129785.60499165,25439644.975878,-4542472.46534775,1
4,1621218778,16,24278901.2280732,24376766.185,14,8.52840032145337,8.52305936650789,-97850.9767054295,-24783587.2762055,117225.494587251,9909735.86694534,1
4,1621218778,21,20717776.2789452,20682226.528,29,2.78356649441794,4.48206222594772,35553.9453356157,-17006579.4764429,19940365.6314771,2803256.2139292,1
4,1621218778,27,23260372.8993482,23299765.501,20,5.84698583594115,5.98461884574938,-39380.2116401983,-14758354.4115431,2514748.86849687,21784748.5653175,1
4,1621218778,107,37420143.2908863,37218531.1,36,3.37886042801708,5.21435834573686,201620.934001264,4375787.51361893,41879775.0846681,-1379267.3700311,4
4,1621218778,108,36493881.7841487,36582487.167,28,2.73946481268386,4.4942672766049,-88597.4595965551,-14732718.6397596,39475703.8427301,-797482.036208981,4
4,1621218778,112,36980837.6012628,36928977.107,28,2.91290592639907,4.18314829387932,51871.8473699,-14544950.3968067,22758461.1771352,32585252.7594469,4
4,1621218778,132,21887458.5881866,21727713.341,44,2.56387908454058,3.9278294365593,159750.389829108,-12102205.3597061,19314419.6184022,16065914.3130583,4
4,1621218778,133,25386246.0183313,25408314.815,27,7.85338914292222,6.6276295583072,-22055.6347367833,-15844690.4709616,-631980.876217293,22961586.7304476,4
4,1621218778,135,22778045.1543379,22637973.455,35,3.14317185320472,4.94496901327872,140076.849512726,-587248.40883564,27885129.923324,303691.909891263,4
5,1621218779,1,21846423.1062339,21640489.377,29,3.62605250757923,5.79588358534144,205944.686789109,-13077094.7257208,21959215.1723367,-6777106.0270257,1
5,1621218779,7,21212260.2830247,21166404.549,13,2.92612317313599,4.1064300616729,45859.4161360891,-826950.374753757,20037090.3758461,17512988.331526,1
5,1621218779,8,21150890.599643,21157345.622,19,2.98156622615069,4.16242638166242,-6446.34274518567,-9195475.74527036,14712558.5897617,20010068.3729473,1
5,1621218779,9,22987318.5164063,23091036.859,30,5.02328041107052,6.83629347010808,-103706.064214549,6129302.28921186,25439217.1382096,-4545561.45990392,1
5,1621218779,16,24279392.3223214,24377257.282,13,8.52872027121117,8.52429312811412,-97850.9779035509,-24784768.8008424,116705.079254469,9906902.85354132,1
5,1621218779,21,20717781.531605,20682231.78,29,2.78304003382593,4.48198356182113,35553.9453902876,-17006682.2686057,19939949.2902302,2806429.84649294,1
5,1621218779,27,23261122.05152,23300514.657,21,5.84757274795214,5.98544452784247,-39380.2140557709,-14759290.4663138,2512108.49116934,21784457.411485,1
5,1621218779,107,37420303.6836804,37218691.502,36,3.37841393830585,5.21463840850555,201620.924629017,4375780.88023812,41879775.220654,-1379262.26297584,4
5,1621218779,108,36494037.7184849,36582643.089,28,2.73910111091982,4.49450862615945,-88597.4473826964,-14732721.0126359,39475701.657112,-797417.144165476,4
5,1621218779,112,36980962.7427892,36929102.26,29,2.91251407853197,4.18334551627731,51871.8357017319,-14546029.4669462,22758187.8024257,32584932.2630127,4
5,1621218779,132,21887830.9339468,21728085.685,44,2.56365518545689,3.92809407065328,159750.39163002,-12102192.5417735,19312578.1383147,16068136.1581464,4
5,1621218779,133,25386978.1026288,25409046.9,27,7.85480284111567,6.62827969733889,-22055.6333754334,-15844556.5785816,-634600.530323049,22961606.5862411,4
5,1621218779,135,22777872.703552,22637801.003,35,3.14249666610873,4.9448234479795,140076.849906001,-587365.973515267,27885092.5499859,306800.71021433,4
6,1621218780,1,21845993.687351,21640059.962,30,3.62675634859082,5.79532813854562,205944.68305462,-13077806.1079236,21959699.8688507,-6774011.71646791,1
6,1621218780,7,21211999.3081893,21166143.572,12,2.92689125993508,4.1064890682376,45859.4191278214,-828527.394083045,20038605.33353,17511093.9840964,1
6,1621218780,8,21151417.3369775,21157872.361,21,2.98285085821745,4.16283457375905,-6446.34271795067,-9196487.92593209,14710214.4992328,20011355.629223,1
6,1621218780,9,22987859.1331665,23091577.48,30,5.02572738858981,6.83742546733156,-103706.064875438,6128818.81317634,25438788.9650078,-4548650.35777323,1
6,1621218780,16,24279882.5524727,24377747.519,13,8.5331390721476,8.52552674184597,-97850.9790998348,-24785950.0136404,116184.834386775,9904069.63242981,1
6,1621218780,21,20717785.9459291,20682236.195,29,2.78385115049917,4.48190501514159,35553.9454469748,-17006784.8416945,19939532.6358761,2809603.41795701,1
6,1621218780,27,23261865.986882,23301258.599,21,5.85097032804284,5.98627025862186,-39380.216470407,-14760226.666196,2509468.20947602,21784165.787515,1
6,1621218780,107,37420463.8878606,37218851.717,36,3.37959056971465,5.21491782818614,201620.915265243,4375774.2468218,41879775.3570608,-1379257.14856837,4
6,1621218780,108,36494191.3085151,36582796.668,28,2.74005370614145,4.49474974649189,-88597.4351587965,-14732723.3857092,39475699.4715116,-797352.247872898,4
6,1621218780,112,36981088.0789159,36929227.609,29,2.91352201748082,4.18354294014074,51871.8240337656,-14547108.5778247,22757914.5864641,32584611.5952605,4
6,1621218780,132,21888203.3004786,21728458.051,44,2.56466352219957,3.92835900387982,159750.393435112,-12102179.8343352,19310736.4040837,16070357.7078436,4
6,1621218780,133,25387710.5011528,25409779.303,27,7.85999263666588,6.62892979054832,-22055.6320116385,-15844422.8619243,-637220.195676663,22961626.0208446,4
6,1621218780,135,22777700.3342562,22637628.634,35,3.14333127974301,4.94467724082838,140076.850298603,-587483.536003229,27885054.8298444,309909.504899831,4
7,1621218781,1,21845569.5354619,21639635.813,30,3.62646866138046,5.79477372546272,205944.679323399,-13078517.2069824,21960184.3123306,-6770917.25986457,1
7,1621218781,8,21151947.8141183,21158402.839,21,2.98332244146843,4.16324734565718,-6446.34269275261,-9197500.30006484,14707870.3190041,20012642.4560934,1
7,1621218781,9,22988402.3252893,23092120.675,29,5.02680745616763,6.83856621894403,-103706.065531757,6128335.17685619,25438360.4563141,-4551739.15881198,1
7,1621218781,16,24280372.6459621,24378237.617,12,8.53521615331551,8.52676229658307,-97850.980297728,-24787130.9145559,115664.759948088,9901236.20367802,1
7,1621218781,21,20717786.8880117,20682237.137,29,2.78390136362625,4.48182794831702,35553.9455027232,-17006887.1957581,19939115.6683905,2812776.92828082,1
7,1621218781,27,23262610.5128332,23302003.13,21,5.85277217319062,5.98710224849153,-39380.2188854303,-14761163.0111436,2506828.02353232,21783873.6934211,1
7,1621218781,107,37420624.2809474,37219012.12,35,3.37984634165816,5.215203091139,201620.905893075,4375767.61337004,41879775.4938885,-1379252.0268087,4
7,1621218781,108,36494341.1962883,36582946.544,27,2.74025828715109,4.49499387813137,-88597.4229369183,-14732725.7589796,39475697.2859289,-797287.347331299,4
7,1621218781,112,36981212.7488267,36929352.291,29,2.91373548474788,4.18374475835746,51871.8123598058,-14548187.7294221,22757641.5292552,32584290.7561907,4
7,1621218781,132,21888575.6717042,21728830.421,44,2.56497221282372,3.92862749338894,159750.395237887,-12102167.2374285,19308894.4157491,16072578.962109,4
7,1621218781,133,25388441.8548099,25410510.659,28,7.86303906541403,6.62958679785997,-22055.6306510676,-15844289.3209923,-639839.872230321,22961645.0342577,4
7,1621218781,135,22777528.1278099,22637456.427,36,3.14330914581886,4.94453622066669,140076.850689147,-587601.096348538,27885016.7628996,313018.293889832,4
8,1621218782,1,21845140.9182916,21639207.2,30,3.62745598755088,5.79421895193035,205944.675585748,-13079228.0229445,21960668.5027408,-6767822.65718135,1
8,1621218782,4,23707291.3033478,23766233.855,13,6.90838799407119,8.73563740711551,-58928.1640424328,-3220654.76143733,22260594.2366301,-14073419.9421824,1
8,1621218782,8,21152475.5722156,21158930.599,22,2.98484151921928,4.16365695248872,-6446.34266672295,-9198512.86768765,14705526.0490918,20013928.8535595,1
8,1621218782,9,22988941.728651,23092660.083,29,5.02965108526082,6.83970121888028,-103706.066191488,6127851.38020008,25437931.6121501,-4554827.86302003,1
8,1621218782,16,24280861.2454488,24378726.224,10,8.54030032603086,8.52799562032207,-97850.981493533,-24788311.5035533,115144.855898724,9898402.56733356,1
8,1621218782,21,20717786.5731187,20682236.823,29,2.7849303258576,4.48174999518075,35553.9455607304,-17006989.3308434,19938698.3877557,2815950.37737243,1
8,1621218782,27,23263356.4057311,23302749.03,21,5.85663033181943,5.98792929485231,-39380.2213022622,-14762099.501126,2504187.93340937,21783581.1292119,1
8,1621218782,107,37420785.0468664,37219172.897,36,3.38128845874372,5.21548446139613,201620.896535576,4375760.9798829,41879775.6311372,-1379246.89769689,4
8,1621218782,108,36494499.8291004,36583105.166,28,2.74142567880198,4.49523592036099,-88597.4107153635,-14732728.1324469,39475695.1003639,-797222.442543717,4
8,1621218782,112,36981338.9007287,36929478.456,28,2.91497195685197,4.18394341875452,51871.8006969499,-14549266.9217073,22757368.6308068,32583969.745807,4
8,1621218782,132,21888948.2170312,21729202.966,44,2.56618190159121,3.92889359476121,159750.397040595,-12102154.7510906,19307052.1733521,16074799.9209006,4
8,1621218782,133,25389171.5127083,25411240.322,27,7.86884912882275,6.63023808274868,-22055.6292913005,-15844155.9557888,-642459.559929922,22961663.62648,4
8,1621218782,135,22777356.1592643,22637284.459,36,3.14439044943354,4.94439175012084,140076.851080409,-587718.654600208,27884978.3491516,316127.077126417,4
9,1621218783,1,21844713.0919392,21638779.378,28,3.62863059635777,5.7936644931973,205944.671853435,-13079938.5558214,21961152.4400216,-6764727.90853859,1
9,1621218783,4,23708000.8041803,23766943.363,14,6.91352795621796,8.73713157741118,-58928.164575866,-3221411.08311477,22258955.7153537,-14075842.2807354,1
9,1621218783,7,21211213.1608649,21165357.418,11,2.92901091535489,4.10667770185413,45859.4281117067,-833257.047874528,20043149.6865739,17505408.722786,1
9,1621218783,8,21153003.6571543,21159458.686,21,2.98651621475878,4.16406840706673,-6446.34264187071,-9199525.62878747,14703181.6895868,20015214.8215819,1
9,1621218783,9,22989483.7317486,23093202.091,28,5.03275745073217,6.84083872936665,-103706.066849976,6127367.42317719,25437502.4325556,-4557916.47026593,1
9,1621218783,16,24281347.0464899,24379212.033,12,8.54582492190025,8.52922985128937,-97850.9826936535,-24789491.780597,114625.122199071,9895568.72344448,1
9,1621218783,21,20717789.356079,20682239.607,29,2.78610344308617,4.48167270892344,35553.945616849,-17007091.2469966,19938280.7939571,2819123.76511727,1
9,1621218783,27,23264100.9123227,23303493.544,21,5.86079445138789,5.9887587757489,-39380.2237170922,-14763036.1361239,2501547.93914718,21783288.0948929,1
9,1621218783,107,37420945.0105992,37219332.872,36,3.38290648174877,5.21576773197667,201620.88716965,4375754.34636042,41879775.7688068,-1379241.76123292,4
9,1621218783,108,36494651.8747737,36583257.201,27,2.7427353071003,4.49547898173579,-88597.3984893965,-14732730.5061114,39475692.9148167,-797157.533507178,4
9,1621218783,112,36981464.3714659,36929603.94,29,2.91636007702327,4.18414381688557,51871.7890227418,-14550346.154665,22757095.8911226,32583648.5641086,4
9,1621218783,114,36919850.1711025,36764467.818,24,3.17507737924726,5.03977048839686,155392.486622104,-1909452.81772294,41695612.0840651,-3635063.64463532,4
9,1621218783,132,21889320.9402242,21729575.689,43,2.56752511688863,3.92916117757173,159750.398844466,-12102142.3753587,19305209.6769331,16077020.5841776,4
9,1621218783,133,25389901.0401959,25411969.855,26,7.87507135108965,6.63089194804058,-22055.627927652,-15844022.7663177,-645079.258702063,22961681.7975113,4
9,1621218783,135,22777183.6585516,22637111.959,36,3.14563510672894,4.94424895438773,140076.851469619,-587836.210807586,27884939.5886006,319235.854560467,4
10,1621218784,1,21844289.0862553,21638355.368,26,3.6211348839362,5.79311404080967,205944.668123414,-13080648.8056302,21961636.1241169,-6761633.01403359,1
10,1621218784,4,23708706.6355125,23767649.185,14,6.90215655779925,8.73863651388967,-58928.165110103,-3222167.59216941,22257316.9477335,-14078264.3188854,1
10,1621218784,7,21210952.5546481,21165096.803,13,2.9231588368577,4.10673714771055,45859.4311023284,-834833.131018444,20044664.2973707,17503512.8961501,1
10,1621218784,8,21153535.2962379,21159990.32,20,2.98105020582202,4.16447666166503,-6446.34261606,-9200538.58335063,14700837.2405809,20016500.3601202,1
10,1621218784,9,22990041.0638735,23093759.416,29,5.02383790082441,6.84197991833188,-103706.067503505,6126883.305767,25437072.9175796,-4561004.98035303,1
10,1621218784,16,24281837.9689459,24379702.943,15,8.5309370639946,8.53046609981248,-97850.9838892168,-24790671.7456151,114105.558825462,9892734.67214588,1
10,1621218784,21,20717789.3006998,20682239.546,21,2.78061689173637,4.4815952231982,35553.9456736073,-17007192.9442676,19937862.8869658,2822297.09150976,1
10,1621218784,27,23264847.2559249,23304239.881,20,5.85095014630413,5.98958440372713,-39380.2261335411,-14763972.9160992,2498908.04083829,21782994.5904751,1
10,1621218784,107,37421104.9824133,37219492.847,35,3.37643781448823,5.21605009417992,201620.877797419,4375747.71280267,41879775.9068973,-1379236.61741684,4
10,1621218784,108,36494807.3829953,36583412.692,29,2.73748820539354,4.495720967688,-88597.386272876,-14732732.8799728,39475690.7292871,-797092.620224201,4
10,1621218784,112,36981587.8131919,36929727.388,27,2.91077513470865,4.18434061058772,51871.7773605374,-14551425.4282768,22756823.3102071,32583327.2110953,4
10,1621218784,114,36920264.3136778,36764881.964,26,3.16920520148148,5.04031950170106,155392.477874198,-1908206.03578716,41695434.7972738,-3637565.01877121,4
10,1621218784,132,21889693.8665568,21729948.609,44,2.56272936839321,3.9294257996008,159750.400645882,-12102130.1102699,19303366.9265322,16079240.9518988,4
10,1621218784,133,25390627.0265067,25412695.828,26,7.86247325926872,6.63154049499112,-22055.6265663412,-15843889.752581,-647698.968516973,22961699.5473512,4
10,1621218784,135,22777010.8603614,22636939.154,36,3.13936109375534,4.94410594369567,140076.851862323,-587953.765019625,27884900.4812466,322344.626132511,4
11,1621218785,1,21843867.1372847,21637933.426,25,3.62492636755856,5.79255823624099,205944.664388442,-13081358.7723991,21962119.5549782,-6758537.97371444,1
11,1621218785,4,23709414.4303736,23768356.992,14,6.91227815456945,8.74012243553383,-58928.1656414838,-3222924.28861077,22255677.9338542,-14080686.0565349,1
11,1621218785,7,21210695.9793357,21164840.228,12,2.92641480774339,4.10678751296311,45859.4340962316,-836408.980064354,20046178.8212737,17501616.6998316,1
11,1621218785,8,21154061.2200378,21160516.248,19,2.9848751080042,4.16487989833781,-6446.34258799158,-9201551.73140563,14698492.7020687,20017785.4691876,1
11,1621218785,9,22990584.2763708,23094302.637,30,5.03055867070214,6.8430966614479,-103706.068168644,6126399.0278809,25436643.0672105,-4564093.39351876,1
11,1621218785,16,24282326.9057947,24380191.894,15,8.54265719742541,8.53169994537068,-97850.9850865055,-24791851.3985946,113586.165728292,9889900.41343141,1
11,1621218785,21,20717799.8106553,20682250.059,29,2.7837996019058,4.48151600420831,35553.9457325413,-17007294.4226996,19937444.6667799,2825470.35633941,1
11,1621218785,27,23265593.6903015,23304986.327,19,5.85934161268425,5.99040270589955,-39380.2285472227,-14764909.841029,2496268.23853185,21782700.6159649,1
11,1621218785,107,37421263.7307247,37219651.609,36,3.3804883844955,5.2163201704,201620.868429514,4375741.07920969,41879776.0454088,-1379231.46624866,4
11,1621218785,108,36494962.2666985,36583567.567,27,2.74077366256393,4.49595741883874,-88597.3740477888,-14732735.2540313,39475688.5437752,-797027.702694248,4
11,1621218785,112,36981714.6128406,36929854.203,25,2.91426282978041,4.18453276923436,51871.7656891021,-14552504.7425002,22756550.888071,32583005.6867744,4
11,1621218785,114,36920675.894376,36765293.558,25,3.17320813033803,5.04085902652977,155392.469114916,-1906959.27951424,41695257.3243758,-3640066.37321167,4
11,1621218785,132,21890067.1249051,21730321.869,44,2.56592208385123,3.92968713888502,159750.402448276,-12102117.9558616,19301523.9221906,16081461.0240225,4
11,1621218785,133,25391356.8573194,25413425.67,26,7.8743808629818,6.63218099614893,-22055.6252055385,-15843756.9145852,-650318.689249985,22961716.875999,4
12,1621218786,1,21843436.0519889,21637502.345,24,3.62604021820385,5.7920050423851,205944.660653313,-13082068.4561789,21962602.7325725,-6755442.78753156,1
12,1621218786,4,23710122.0823147,23769064.651,13,6.91730944568934,8.74161914999292,-58928.166172395,-3223681.17246802,22254038.673758,-14083107.4936495,1
12,1621218786,7,21210437.0811629,21164581.328,12,2.92751683337744,4.10685160866279,45859.4370895692,-837984.595033378,20047693.2582544,17499720.1338281,1
12,1621218786,8,21154587.8430243,21161042.873,17,2.98650025681825,4.16529207917298,-6446.34256417087,-9202565.072928,14696148.0741671,20019070.1487301,1
12,1621218786,9,22991124.2075488,23094842.573,30,5.03358511400119,6.84423835503079,-103706.068822454,6125914.5894953,25436212.8814945,-4567181.70958602,1
12,1621218786,16,24282810.7569896,24380675.753,23,8.54803364049062,8.53293224006375,-97850.9862828082,-24793030.7395069,113066.942864765,9887065.94733188,1
12,1621218786,21,20717803.0256606,20682253.275,29,2.78492588573756,4.48143915418911,35553.9457873355,-17007395.6823464,19937026.1333539,2828643.55972689,1
12,1621218786,27,23266340.6529905,23305733.297,18,5.86340870991225,5.99123191996287,-39380.2309618602,-14765846.910884,2493628.53229577,21782406.1713707,1
12,1621218786,107,37421421.7535109,37219809.643,36,3.38205082224242,5.21660562461334,201620.859063581,4375734.44558154,41879776.1843411,-1379226.30772841,4
12,1621218786,108,36495116.5764132,36583721.866,29,2.74203759067728,4.49620132536285,-88597.3618252173,-14732737.6282867,39475686.3582811,-796962.780917673,4
12,1621218786,112,36981840.7686313,36929980.372,22,2.9156020795198,4.18473363951585,51871.7540199574,-14553584.0973262,22756278.6247163,32582683.991143,4
12,1621218786,114,36921088.3584153,36765706.033,25,3.17487398913219,5.04140995217276,155392.460371018,-1905712.54894572,41695079.6653765,-3642567.70791449,4
12,1621218786,132,21890440.7431421,21730695.487,43,2.567222570143,3.92995535149241,159750.40425395,-12102105.9121708,19299680.6639485,16083680.8005076,4
12,1621218786,133,25392087.1389355,25414155.957,26,7.88047428869938,6.63283414410448,-22055.6238429216,-15843624.2523322,-652938.420871275,22961733.7834547,4
12,1621218786,135,22776663.0917414,22636591.389,36,3.1440611091395,4.94381073747573,140076.852647131,-588188.86765435,27884821.2261306,328562.151474975,4
13,1621218787,1,21843005.7138201,21637072.009,23,3.62502874773105,5.79145240704731,205944.6569204,-13082777.8569703,21963085.6568326,-6752347.45565311,1
13,1621218787,4,23710828.3553147,23769770.927,14,6.91828303606266,8.74311143050881,-58928.1667065256,-3224438.2437681,22252399.1674917,-14085528.6301875,1
13,1621218787,7,21210179.0617008,21164323.305,12,2.92690332233556,4.10691691375874,45859.4400792192,-839559.975896359,20049207.6082357,17497823.1981974,1
13,1621218787,8,21155114.4077565,21161569.438,17,2.98637672166689,4.16570728020257,-6446.34254033086,-9203578.60791749,14693803.3569369,20020354.3987246,1
13,1621218787,9,22991664.3686814,23095382.736,31,5.03365778262638,6.84537620211763,-103706.069479411,6125429.9905748,25435782.3604675,-4570269.92845299,1
13,1621218787,16,24283295.6391602,24381160.638,25,8.54842397648444,8.53417511738295,-97850.9874789811,-24794209.7682874,112547.890208094,9884231.27396554,1
13,1621218787,21,20717800.8182985,20682251.067,28,2.78442064009227,4.48136411937486,35553.9458449569,-17007496.7232551,19936607.2866697,2831816.70158393,1
13,1621218787,27,23267087.7100967,23306480.358,17,5.86405078786622,5.99206782023595,-39380.2333777428,-14766784.1256375,2490988.92219048,21782111.2567002,1
13,1621218787,107,37421579.2492823,37219967.148,39,3.38162942620368,5.2168896892492,201620.849697647,4375727.8119183,41879776.3236944,-1379221.14185611,4
13,1621218787,108,36495271.7867403,36583877.064,27,2.74169406507533,4.49644513851188,-88597.3495978135,-14732740.0027391,39475684.1728046,-796897.854895141,4
13,1621218787,112,36981968.2831326,36930107.898,19,2.91523371933403,4.18493719637332,51871.7423564099,-14554663.4927245,22756006.5201505,32582362.1242047,4
13,1621218787,114,36921501.6803128,36766119.364,25,3.17467793077982,5.0419593546842,155392.451621831,-1904465.84410876,41694901.8202794,-3645069.02286629,4
13,1621218787,132,21890814.3278787,21731069.07,42,2.56701931338583,3.93022585300031,159750.406057828,-12102093.9792348,19297837.1518439,16085900.2813163,4
13,1621218787,133,25392822.4951414,25414891.314,25,7.88197035341908,6.63349379820318,-22055.6224813013,-15843491.7658272,-655558.163280678,22961750.2697176,4
13,1621218787,135,22776488.7959243,22636417.092,39,3.14340999325544,4.94366891569619,140076.853037161,-588306.416174864,27884781.078369,331670.905124288,4
14,1621218788,1,21842579.7700516,21636646.071,22,3.62761535676956,5.79089841432163,205944.653184488,-13083486.9747888,21963568.3277014,-6749251.97818293,1
