llh1,llh2,llh3,llh4
1621218821,22.300070476723,114.179792313278,3.219
1621218822,22.300070476723,114.179792313278,3.217
1621218823,22.300070476723,114.179792313278,3.216
1621218824,22.300070476723,114.179792313278,3.214
1621218825,22.300070476723,114.179792313278,3.213
1621218826,22.300070476723,114.179792313278,3.211
1621218827,22.300070476723,114.179792313278,3.21
1621218828,22.300070476723,114.179792313278,3.208
1621218829,22.300070476723,114.179792313278,3.206
1621218830,22.300070476723,114.179792313278,3.205
1621218831,22.300070476723,114.179792313278,3.203
1621218832,22.300070476723,114.179792313278,3.201
1621218833,22.300070476723,114.179792313278,3.199
1621218834,22.300070476723,114.179792313278,3.197
1621218835,22.300070476723,114.179792313278,3.195
1621218836,22.300070476723,114.179792313278,3.193
1621218837,22.300070476723,114.179792313278,3.191
1621218838,22.300070476723,114.179792313278,3.189
1621218839,22.3000704739452,114.179792313278,3.188
1621218840,22.3000704572785,114.179792329945,3.191
1621218841,22.3000704572785,114.179792352167,3.331
1621218842,22.3000704572785,114.179792374389,3.415
1621218843,22.3000704572785,114.179792399389,3.46
1621218844,22.3000704433896,114.179792441056,3.483
1621218845,22.3000700211671,114.179792866056,3.487
1621218846,22.300067143387,114.179795532725,3.486
1621218847,22.3000605989373,114.179801554952,3.479
1621218848,22.300049315595,114.179811932738,3.474
1621218849,22.3000369628073,114.179823007747,3.464
1621218850,22.3000260933542,114.179832016088,3.456
1621218851,22.3000202961273,114.179836538314,3.445
1621218852,22.300019087793,114.17983751887,3.431
1621218853,22.3000189822374,114.179837682759,3.412
1621218854,22.3000165433465,114.179839552205,3.394
1621218855,22.3000103461193,114.179843727208,3.371
1621218856,22.2999931588834,114.179851288325,3.363
1621218857,22.2999640616379,114.17985195777,3.383
1621218858,22.2999280560535,114.179837271648,3.377
1621218859,22.2998924699139,114.179805988289,3.309
1621218860,22.2998588587759,114.179763213255,3.231
1621218861,22.2998228170804,114.17971294377,3.179
1621218862,22.2997825253815,114.179657152059,3.132
1621218863,22.2997372642342,114.179598315901,3.085
1621218864,22.2996876003056,114.179535918629,3.069
1621218865,22.2996343891519,114.179469546353,3.036
1621218866,22.2995780279957,114.179400629632,3.001
1621218867,22.2995201029494,114.179331365687,2.958
1621218868,22.2994626306812,114.179263826744,2.909
1621218869,22.2994074000814,114.179198537803,2.853
1621218870,22.2993540361498,114.179135309975,2.795
1621218871,22.2993017472191,114.179073437703,2.745
1621218872,22.299251066623,114.179011595987,2.72
1621218873,22.2991989610258,114.178948126492,2.683
1621218874,22.299145599872,114.178884268107,2.692
1621218875,22.2990916914955,114.178818020832,2.676
1621218876,22.2990374442299,114.178747742998,2.69
1621218877,22.2989823775192,114.17867400405,2.696
1621218878,22.2989254191403,114.178598817879,2.695
1621218879,22.29886534687,114.178523837263,2.695
1621218880,22.2988037745985,114.178448106647,2.724
1621218881,22.2987420995492,114.178372659365,2.738
1621218882,22.2986809606114,114.178299720418,2.722
1621218883,22.2986210772301,114.17822885925,2.712
1621218884,22.2985636855176,114.178159409194,2.724
1621218885,22.298507404917,114.178092484141,2.723
1621218886,22.2984517048724,114.178028650756,2.729
1621218887,22.298393957604,114.177969597931,2.713
1621218888,22.2983326436661,114.177912872886,2.636
1621218889,22.2982703019495,114.177854772839,2.564
1621218890,22.2982094602342,114.177794117235,2.549
1621218891,22.2981510379652,114.17773107274,2.543
1621218892,22.2980953656985,114.177664167131,2.552
1621218893,22.298040485099,114.177595289298,2.555
1621218894,22.2979845878321,114.177526411466,2.577
1621218895,22.2979288405652,114.177456283632,2.596
1621218896,22.2978763877455,114.177382836351,2.642
1621218897,22.2978243571483,114.177308866847,2.604
1621218898,22.2977699876604,114.177235858455,2.583
1621218899,22.2977119820584,114.17716455562,2.534
1621218900,22.2976513514544,114.177093019452,2.433
1621218901,22.2975889291822,114.177021522173,2.391
1621218902,22.2975262096876,114.176948611003,2.367
1621218903,22.2974631874149,114.176875330389,2.306
1621218904,22.2974009179207,114.176801877553,2.356
1621218905,22.2973402484277,114.176729774717,2.359
1621218906,22.2972816956031,114.176658721882,2.394
1621218907,22.2972276927821,114.176588746827,2.394
1621218908,22.2971826983017,114.176518035659,2.444
1621218909,22.2971505677204,114.176445632823,2.42
1621218910,22.2971306788156,114.176371293875,2.399
1621218911,22.2971229704761,114.176297099371,2.33
1621218912,22.2971249704777,114.176227754871,2.316
1621218913,22.2971303982598,114.176167732601,2.3
1621218914,22.2971355788195,114.17611936034,2.289
1621218915,22.2971391343779,114.176086929758,2.31
1621218916,22.297140737157,114.176071671413,2.326
1621218917,22.2971409566016,114.176068993633,2.368
1621218918,22.2971409093793,114.176069029744,2.4
1621218919,22.2971408677126,114.176069051966,2.439
1621218920,22.2971408288237,114.176069068633,2.508
1621218921,22.2971407843792,114.176069076966,2.652
1621218922,22.2971407066014,114.176069074189,2.968
1621218923,22.2971405121568,114.176069057522,3.084
1621218924,22.297140509379,114.176069057522,3.085
1621218925,22.297140509379,114.176069057522,3.085
1621218926,22.297140509379,114.176069057522,3.085
1621218927,22.297140509379,114.176069057522,3.084
1621218928,22.297140509379,114.176069057522,3.084
1621218929,22.297140509379,114.176069057522,3.084
1621218930,22.297140509379,114.176069057522,3.084
1621218931,22.297140509379,114.176069057522,3.084
1621218932,22.297140509379,114.176069057522,3.084
1621218933,22.297140509379,114.176069057522,3.084
1621218934,22.297140509379,114.176069057522,3.084
1621218935,22.297140509379,114.176069057522,3.084
1621218936,22.297140509379,114.176069057522,3.084
1621218937,22.297140509379,114.176069057522,3.084
1621218938,22.297140509379,114.176069057522,3.084
1621218939,22.2971405066012,114.176069057522,3.085
1621218940,22.2971405066012,114.176069057522,3.085
1621218941,22.2971405066012,114.176069057522,3.085
1621218942,22.2971405066012,114.176069057522,3.086
1621218943,22.2971405066012,114.176069057522,3.087
1621218944,22.2971405066012,114.176069057522,3.088
1621218945,22.2971405066012,114.176069057522,3.089
1621218946,22.2971405066012,114.176069057522,3.09
1621218947,22.2971405066012,114.176069057522,3.091
1621218948,22.2971405038235,114.176069057522,3.093
1621218949,22.2971405038235,114.176069057522,3.094
1621218950,22.2971405038235,114.176069057522,3.096
1621218951,22.2971405038235,114.176069057522,3.099
1621218952,22.2971405010457,114.176069057522,3.101
1621218953,22.2971405010457,114.176069057522,3.104
1621218954,22.2971405010457,114.176069057522,3.108
1621218955,22.2971404982679,114.176069057522,3.111
1621218956,22.2971404982679,114.176069057522,3.116
1621218957,22.2971404954901,114.176069057522,3.121
1621218958,22.2971404927123,114.176069057522,3.126
1621218959,22.2971404927123,114.176069057522,3.132
1621218960,22.2971404899346,114.176069057522,3.14
1621218961,22.2971404871568,114.176069057522,3.148
1621218962,22.297140484379,114.176069057522,3.157
1621218963,22.2971404788234,114.176069057522,3.168
1621218964,22.2971404704901,114.176069057522,3.193
1621218965,22.2971403760456,114.176069051966,3.285
1621218966,22.2971403232678,114.176068654744,3.343
1621218967,22.2971405149346,114.176066085297,3.371
1621218968,22.2971411677129,114.176059635292,3.378
1621218969,22.2971426038251,114.176046729726,3.375
1621218970,22.2971433038257,114.176040315832,3.36
1621218971,22.2971443038265,114.176031368603,3.341
1621218972,22.2971466677173,114.176010368586,3.322
1621218973,22.2971497816087,114.175974954669,3.302
1621218974,22.2971520760549,114.175924479628,3.263
1621218975,22.2971540871677,114.175865899026,3.247
1621218976,22.2971563816139,114.175808615647,3.199
1621218977,22.2971597510611,114.175752068379,3.159
1621218978,22.2971658316215,114.175693837777,3.168
1621218979,22.2971771205194,114.175634815508,3.205
1621218980,22.2972027538733,114.175579179352,3.274
1621218981,22.2972437844616,114.175531054314,3.31
1621218982,22.2972988261723,114.175496301508,3.284
1621218983,22.2973625817789,114.175480829274,3.222
1621218984,22.2974301373885,114.175481543163,3.207
1621218985,22.297501015223,114.175490023725,3.175
1621218986,22.2975777902844,114.175501073734,3.154
1621218987,22.2976605542395,114.175513898744,3.132
1621218988,22.2977485237543,114.175527973756,3.107
1621218989,22.2978382821595,114.17554369599,3.101
1621218990,22.2979248127842,114.175561918227,3.071
1621218991,22.2980091100739,114.175582165466,3.048
1621218992,22.2980969740331,114.175604037705,3.025
1621218993,22.2981914157753,114.175623973832,3.029
1621218994,22.2982898130762,114.175643151626,3.001
1621218995,22.2983866825982,114.175660779417,2.98
1621218996,22.2984765882257,114.175675896096,2.96
1621218997,22.2985528355089,114.175688765551,2.932
1621218998,22.2986151383365,114.175699537782,2.914
1621218999,22.2986733939387,114.175707676677,2.884
1621219000,22.2987295939836,114.175715415572,2.872
1621219001,22.2987876218078,114.175724040579,2.845
1621219002,22.298852063526,114.175733954476,2.83
1621219003,22.2989199580248,114.17574426004,2.833
1621219004,22.2989863108557,114.175754718382,2.833
1621219005,22.2990528914645,114.175766190613,2.849
1621219006,22.2991206526298,114.175778107289,2.851
1621219007,22.299187127683,114.175789876743,2.856
1621219008,22.299255436071,114.175801473974,2.873
1621219009,22.2993247472375,114.175812462872,2.886
1621219010,22.2993929750699,114.175823437881,2.905
1621219011,22.2994641667935,114.175835204557,2.951
1621219012,22.2995378696302,114.175849512902,2.967
1621219013,22.2996147558029,114.175867112916,2.976
1621219014,22.2996951725339,114.175889649045,2.992
1621219015,22.2997794448235,114.175915496288,2.991
1621219016,22.2998664115597,114.175943385199,3.034
1621219017,22.2999513310721,114.175970507443,3.029
1621219018,22.3000329239152,114.175996438019,3.04
1621219019,22.3001119656451,114.176021585262,3.07
1621219020,22.3001863573713,114.176045515836,3.07
1621219021,22.3002513768677,114.1760694103,3.093
1621219022,22.3003020269082,114.176086951981,3.141
1621219023,22.3003352408237,114.176097579767,3.18
1621219024,22.3003538241719,114.176103440883,3.214
1621219025,22.3003613936224,114.17610584644,3.255
1621219026,22.3003623436232,114.176106149218,3.3
1621219027,22.3003623214009,114.176106190885,3.35
1621219028,22.3003623019565,114.176106290885,3.42
1621219029,22.3003622852898,114.176106407552,3.52
1621219030,22.3003622658453,114.176106407552,3.522
1621219031,22.3003622491786,114.17610641033,3.52
1621219032,22.3003622380675,114.17610641033,3.518
1621219033,22.3003622297342,114.17610641033,3.516
1621219034,22.3003622297342,114.17610641033,3.514
1621219035,22.3003622408453,114.17610641033,3.512
1621219036,22.3003622464009,114.176106413107,3.511
1621219037,22.3003622491786,114.176106443663,3.513
1621219038,22.3003622408453,114.176106529774,3.539
1621219039,22.3003622214008,114.176106643663,3.561
1621219040,22.3003621575119,114.176106824219,3.572
1621219041,22.3003627630679,114.176107351997,3.571
1621219042,22.300369038073,114.176110076999,3.564
1621219043,22.3003875991989,114.176116454782,3.558
1621219044,22.3004171464448,114.176126038123,3.545
1621219045,22.3004566936986,114.176138477022,3.53
1621219046,22.3005044881813,114.176152927033,3.525
1621219047,22.3005570326678,114.176169546491,3.513
1621219048,22.300615754937,114.176188246506,3.508
1621219049,22.3006804633221,114.176210863191,3.465
1621219050,22.3007503939336,114.176235049321,3.425
1621219051,22.3008250717711,114.176260721564,3.383
1621219052,22.3009042579456,114.176288124364,3.347
1621219053,22.3009876969012,114.176317304943,3.326
1621219054,22.3010740858592,114.176349449413,3.312
1621219055,22.3011627053746,114.176380682771,3.304
1621219056,22.3012534110027,114.176410946684,3.3
1621219057,22.3013437055194,114.176441977265,3.28
1621219058,22.3014324805904,114.176473385623,3.281
1621219059,22.3015205945498,114.176503996759,3.276
1621219060,22.3016078307307,114.176534052338,3.278
1621219061,22.3016926724652,114.176563338473,3.273
1621219062,22.3017731808629,114.176591127384,3.274
1621219063,22.3018468642552,114.176616560738,3.279
1621219064,22.3019129976415,114.176640321868,3.279
1621219065,22.3019731838007,114.176661346885,3.285
1621219066,22.302025919954,114.176679380232,3.315
1621219067,22.3020685644326,114.176693980244,3.343
1621219068,22.302100731125,114.176705310809,3.353
1621219069,22.3021225811425,114.176713241371,3.377
1621219070,22.3021394256004,114.176719344153,3.404
1621219071,22.302152006166,114.176723935824,3.42
1621219072,22.3021601589503,114.176726846937,3.434
1621219073,22.3021639839534,114.176728302494,3.447
1621219074,22.3021643756203,114.176728524716,3.458
1621219075,22.3021643395092,114.176728571938,3.463
1621219076,22.302164114509,114.176728594161,3.468
1621219077,22.3021640978423,114.176728605272,3.49
1621219078,22.3021640978423,114.176728605272,3.488
1621219079,22.3021640978423,114.176728605272,3.488
1621219080,22.3021640978423,114.176728605272,3.488
1621219081,22.3021640978423,114.176728605272,3.488
1621219082,22.3021640978423,114.176728605272,3.489
1621219083,22.3021640950646,114.176728610827,3.493
1621219084,22.3021641533979,114.176728624716,3.49
1621219085,22.3021645589538,114.176728738605,3.495
1621219086,22.3021666839555,114.176729435828,3.495
1621219087,22.3021683589569,114.176729952495,3.487
1621219088,22.3021698450692,114.176730408051,3.475
1621219089,22.3021724950713,114.176731291385,3.457
1621219090,22.3021782589648,114.176733277498,3.437
1621219091,22.3021877867502,114.176736658056,3.413
1621219092,22.3022051200974,114.17674282195,3.391
1621219093,22.3022312673405,114.176752374735,3.363
1621219094,22.3022668145912,114.17676556919,3.35
1621219095,22.3023116812937,114.176782371981,3.33
1621219096,22.3023639896689,114.176802613664,3.302
1621219097,22.3024224258268,114.176826224794,3.299
1621219098,22.3024858175442,114.176853263705,3.283
1621219099,22.3025528814867,114.176882616506,3.298
1621219100,22.3026224065423,114.17691385542,3.317
1621219101,22.3026919121535,114.176946213779,3.284
1621219102,22.3027605066528,114.176980252695,3.315
1621219103,22.302825945594,114.177017011058,3.346
1621219104,22.3028853484193,114.177056916645,3.387
1621219105,22.3029350206813,114.1770973139,3.377
1621219106,22.3029688012639,114.177147397273,3.365
1621219107,22.3029822012746,114.177206602876,3.335
1621219108,22.3029758762695,114.177271777928,3.257
1621219109,22.3029547373637,114.177343075208,3.077
1621219110,22.3029239178946,114.177422469716,2.97
1621219111,22.3028877928657,114.177509750341,2.969
1621219112,22.3028479595005,114.177602089304,2.965
1621219113,22.302808306691,114.17770056716,2.988
1621219114,22.3027672705471,114.177801550575,3.009
1621219115,22.3027256649583,114.177900236765,3.084
1621219116,22.3026844315919,114.17799807851,3.133
1621219117,22.3026430371144,114.178097378589,3.226
1621219118,22.302602145415,114.178198545337,3.5
1621219119,22.3025645398294,114.178302153753,3.91
1621219120,22.3025316064697,114.178407864948,4.41
1621219121,22.3025025314464,114.178514578923,4.951
1621219122,22.3024783842049,114.178621287341,5.423
1621219123,22.3024581591887,114.178727165204,5.749
1621219124,22.3024427036208,114.178831718065,5.792
1621219125,22.3024314175006,114.178931370923,5.71
1621219126,22.302424948051,114.179024343219,5.463
1621219127,22.3024224508268,114.17911194329,5.132
1621219128,22.3024216980484,114.179193012799,4.726
1621219129,22.3024194730466,114.179265760079,4.31
1621219130,22.3024095841498,114.17933188791,3.965
1621219131,22.3023892980225,114.179396412962,3.595
1621219132,22.3023595479987,114.179459832457,3.096
1621219133,22.3023179368543,114.179518426948,2.627
1621219134,22.3022615506981,114.179563063095,2.284
1621219135,22.3021955506453,114.179587754781,2.12
1621219136,22.3021283505915,114.179597757567,2.19
1621219137,22.3020650394298,114.179602927016,2.453
1621219138,22.3020072782724,114.179606346463,2.762
1621219139,22.3019545754525,114.179609107576,2.92
1621219140,22.3019092115273,114.179611049244,2.951
1621219141,22.3018734309431,114.17961294369,2.997
1621219142,22.3018479892561,114.179613474246,3.032
1621219143,22.3018335698001,114.179612796468,3.043
1621219144,22.3018269642393,114.179612340912,3.045
1621219145,22.301824644793,114.17961211869,3.037
1621219146,22.3018246281263,114.17961201869,3.025
1621219147,22.301824594793,114.179611935356,3.011
1621219148,22.3018245697929,114.179611860356,2.996
1621219149,22.3018245475707,114.179611796467,2.98
1621219150,22.3018240475703,114.179611721467,2.963
1621219151,22.3018204309007,114.179611465911,2.95
1621219152,22.3018091364473,114.179610593688,2.942
1621219153,22.3017861753178,114.179608235353,2.947
1621219154,22.3017524114019,114.179601224236,2.959
1621219155,22.3017089641449,114.179585188113,2.87
1621219156,22.3016583085488,114.179556965868,2.727
1621219157,22.3016052668397,114.17951809917,2.871
1621219158,22.3015535251317,114.179470538021,3.153
1621219159,22.3015037250918,114.1794167352,3.249
1621219160,22.3014563417206,114.179360962933,3.227
1621219161,22.3014101583503,114.179306190667,3.161
1621219162,22.3013650222031,114.179252493402,3.091
1621219163,22.3013216805017,114.179199412804,3.042
1621219164,22.3012791943566,114.179148207207,3.043
1621219165,22.3012389332133,114.179099948835,3.057
1621219166,22.301203722074,114.179057543246,3.074
1621219167,22.3011759720518,114.179023665441,3.094
1621219168,22.3011571887035,114.179001212645,3.132
1621219169,22.3011481692518,114.178990312637,3.155
1621219170,22.3011462053614,114.178988045968,3.179
1621219171,22.3011462803614,114.178988176524,3.197
1621219172,22.3011463220281,114.178988187635,3.187
1621219173,22.3011463442504,114.178988159857,3.174
1621219174,22.3011463498059,114.178988170968,3.175
1621219175,22.3011463498059,114.178988170968,3.175
1621219176,22.3011463498059,114.178988170968,3.175
1621219177,22.3011463498059,114.178988170968,3.175
1621219178,22.3011463498059,114.178988170968,3.175
1621219179,22.3011463498059,114.178988170968,3.175
1621219180,22.3011463498059,114.178988170968,3.175
1621219181,22.3011463498059,114.178988170968,3.175
1621219182,22.3011463498059,114.178988170968,3.176
1621219183,22.3011463498059,114.178988170968,3.176
1621219184,22.3011463498059,114.178988170968,3.176
1621219185,22.3011463498059,114.178988170968,3.176
1621219186,22.3011463498059,114.178988170968,3.176
1621219187,22.3011463498059,114.178988170968,3.176
1621219188,22.3011463498059,114.178988170968,3.176
1621219189,22.3011463498059,114.178988170968,3.176
1621219190,22.3011463498059,114.178988170968,3.177
1621219191,22.3011463498059,114.178988170968,3.177
1621219192,22.3011463498059,114.178988170968,3.177
1621219193,22.3011463498059,114.178988170968,3.177
1621219194,22.3011463498059,114.178988170968,3.177
1621219195,22.3011463498059,114.178988170968,3.177
1621219196,22.3011463498059,114.178988170968,3.177
1621219197,22.3011463498059,114.178988170968,3.178
1621219198,22.3011463498059,114.178988170968,3.178
1621219199,22.3011463498059,114.178988170968,3.178
1621219200,22.3011463498059,114.178988170968,3.178
1621219201,22.3011463498059,114.178988170968,3.178
1621219202,22.3011463498059,114.178988170968,3.178
1621219203,22.3011463498059,114.178988170968,3.178
1621219204,22.3011463498059,114.178988170968,3.178
1621219205,22.3011463498059,114.178988170968,3.179
1621219206,22.3011463498059,114.178988170968,3.179
1621219207,22.3011463498059,114.178988170968,3.179
1621219208,22.3011463498059,114.178988170968,3.179
1621219209,22.3011463498059,114.178988170968,3.179
1621219210,22.3011463498059,114.178988170968,3.179
1621219211,22.3011463498059,114.178988170968,3.179
1621219212,22.3011463498059,114.178988170968,3.179
1621219213,22.3011463498059,114.178988170968,3.18
1621219214,22.3011463498059,114.178988170968,3.18
1621219215,22.3011463498059,114.178988170968,3.18
1621219216,22.3011463498059,114.178988170968,3.18
1621219217,22.3011463498059,114.178988170968,3.18
1621219218,22.3011463498059,114.178988170968,3.18
1621219219,22.3011463498059,114.178988170968,3.18
1621219220,22.3011463498059,114.178988170968,3.181
1621219221,22.3011463498059,114.178988170968,3.181
1621219222,22.3011463498059,114.178988170968,3.181
1621219223,22.3011463498059,114.178988170968,3.181
1621219224,22.3011463498059,114.178988170968,3.181
1621219225,22.3011463692504,114.178988126524,3.178
1621219226,22.3011464053615,114.178988112635,3.167
1621219227,22.3011464386949,114.178988107079,3.154
1621219228,22.3011464775838,114.178988095968,3.141
1621219229,22.3011465192505,114.178988079302,3.128
1621219230,22.3011465692505,114.178988059857,3.114
1621219231,22.3011466248061,114.178988034857,3.099
1621219232,22.3011466831395,114.178988004301,3.075
1621219233,22.3011463248059,114.178987454301,3.039
1621219234,22.3011426970252,114.178982990409,2.998
1621219235,22.3011311997938,114.178968784842,2.953
1621219236,22.3011129914459,114.178946957046,2.926
1621219237,22.3010903080944,114.178924809806,2.908
1621219238,22.3010598275145,114.178911265351,2.878
1621219239,22.3010239858191,114.178918682024,2.817
1621219240,22.3009876357901,114.178945340378,2.788
1621219241,22.3009478607582,114.178981826519,2.758
1621219242,22.3009023912774,114.179024362664,2.724
1621219243,22.3008496884575,114.179069732145,2.701
1621219244,22.3007918078556,114.179118687739,2.651
1621219245,22.3007295689169,114.179172785005,2.64
1621219246,22.3006631021971,114.17923178783,2.633
1621219247,22.3005931299189,114.179295229547,2.618
1621219248,22.300520363194,114.179363146268,2.597
1621219249,22.3004446353557,114.17943519077,2.586
1621219250,22.300368582517,114.179508624162,2.564
1621219251,22.3002951380138,114.179577932551,2.556
1621219252,22.3002275768487,114.179642068714,2.546
1621219253,22.3001652656877,114.179701646539,2.55
1621219254,22.3001089100871,114.179755927138,2.538
1621219255,22.3000614822714,114.17980088273,2.537
1621219256,22.3000187405705,114.179830935531,2.541
1621219257,22.2999755866471,114.179842771652,2.573
1621219258,22.2999341699473,114.179837027203,2.604
1621219259,22.2998969171397,114.179814766074,2.569
1621219260,22.2998652171143,114.179778313267,2.503
1621219261,22.2998319837544,114.179733524342,2.458
1621219262,22.2997938420572,114.179682585413,2.416
1621219263,22.2997517448013,114.179626088145,2.38
1621219264,22.2997050336529,114.179566224209,2.379
1621219265,22.2996547447237,114.17950254638,2.369
1621219266,22.2996008335695,114.179435571326,2.336
1621219267,22.2995430918566,114.179365754604,2.301
1621219268,22.2994829168085,114.179293012879,2.27
1621219269,22.2994216584262,114.179219626709,2.222
1621219270,22.299360208377,114.179146384984,2.176
1621219271,22.2993001333289,114.17907454326,2.16
1621219272,22.299242038838,114.179004201537,2.145
1621219273,22.2991857054596,114.178935048704,2.145
1621219274,22.2991327248617,114.178866034759,2.196
1621219275,22.2990833414888,114.178797473593,2.203
1621219276,22.2990346442277,114.17873163743,2.23
1621219277,22.2989877553013,114.178671892937,2.243
1621219278,22.2989439719329,114.178618537339,2.272
1621219279,22.2989019774549,114.178567378965,2.307
1621219280,22.2988621718675,114.178518320592,2.353
1621219281,22.298825321838,114.178470642776,2.433
1621219282,22.2987897440317,114.178426064963,2.45
1621219283,22.2987552440041,114.178384417707,2.498
1621219284,22.2987226050891,114.178345051009,2.531
1621219285,22.2986916411755,114.178308006535,2.546
1621219286,22.2986625272633,114.178273150952,2.571
1621219287,22.2986362272423,114.17824185926,2.589
1621219288,22.2986151105587,114.17821678424,2.608
1621219289,22.2986002299912,114.178199106448,2.632
1621219290,22.2985906355391,114.178187728661,2.65
1621219291,22.2985847438677,114.178180700878,2.66
1621219292,22.2985816883097,114.178177028653,2.662
1621219293,22.2985810299759,114.178176173096,2.662
1621219294,22.2985798910861,114.178174748095,2.659
1621219295,22.2985748633043,114.178168806424,2.658
1621219296,22.2985619216273,114.178153561967,2.658
1621219297,22.2985419521668,114.178130203615,2.668
1621219298,22.2985153799234,114.178099195257,2.672
1621219299,22.2984829576752,114.178061464671,2.69
1621219300,22.2984452687562,114.178018295192,2.714
1621219301,22.2984018159436,114.177970359043,2.737
1621219302,22.2983519131259,114.177918775668,2.704
1621219303,22.2982950964138,114.177865072848,2.685
1621219304,22.2982341435873,114.177808539469,2.682
1621219305,22.2981744657617,114.177748061643,2.707
1621219306,22.2981178629387,114.177683103258,2.744
1621219307,22.2980617795605,114.177615417092,2.773
1621219308,22.2980056322933,114.177545364258,2.827
1621219309,22.2979492016926,114.17747320309,2.871
1621219310,22.2978940544263,114.17739761414,2.945
1621219311,22.2978396321605,114.177318997411,2.931
1621219312,22.2977830598931,114.177240539015,2.932
1621219313,22.2977241681793,114.177165841733,2.9
1621219314,22.297664398687,114.177093741675,2.833
1621219315,22.2976046958615,114.177023808286,2.792
1621219316,22.2975450847027,114.176956183232,2.796
1621219317,22.2974861040999,114.176889910956,2.733
1621219318,22.2974288512764,114.176824474793,2.788
1621219319,22.2973757929006,114.176760824742,2.822
1621219320,22.2973294984191,114.176703927474,2.816
1621219321,22.2972877900524,114.176649894098,2.85
1621219322,22.2972505761337,114.176594077386,2.83
1621219323,22.2972145677716,114.176538366231,2.842
1621219324,22.2971795760769,114.176485196744,2.889
1621219325,22.2971510093874,114.176435696704,2.919
1621219326,22.2971338232626,114.176389974445,2.941
1621219327,22.2971279565912,114.17634984108,2.93
1621219328,22.2971282649248,114.176318724388,2.899
1621219329,22.2971298732594,114.176294077146,2.879
1621219330,22.297131089927,114.176273707686,2.881
1621219331,22.2971317760387,114.17625832434,2.887
1621219332,22.297132151039,114.176248585443,2.895
1621219333,22.2971322454835,114.17624599933,2.905
1621219334,22.2971322482613,114.176246038219,2.918
1621219335,22.2971322454835,114.176246038219,2.923
1621219336,22.2971322982613,114.176246096552,2.912
1621219337,22.2971324121503,114.176246196552,2.892
1621219338,22.2971324427059,114.176246232664,2.884
1621219339,22.2971324454837,114.176246235441,2.884
1621219340,22.2971324454837,114.176246238219,2.883
1621219341,22.2971324482615,114.176246238219,2.883
1621219342,22.2971324482615,114.176246240997,2.883
1621219343,22.2971324510392,114.176246240997,2.883
1621219344,22.297132453817,114.176246243775,2.882
1621219345,22.2971324565948,114.176246246553,2.882
1621219346,22.2971324593726,114.17624624933,2.881
1621219347,22.2971324621504,114.176246252108,2.881
1621219348,22.2971324649281,114.176246254886,2.88
1621219349,22.2971324704837,114.176246260441,2.879
1621219350,22.2971324760393,114.176246265997,2.878
1621219351,22.2971324843726,114.176246271553,2.877
1621219352,22.2971324927059,114.176246277108,2.876
1621219353,22.2971325038171,114.176246288219,2.875
1621219354,22.297132517706,114.17624629933,2.874
1621219355,22.2971325343726,114.176246313219,2.873
1621219356,22.2971325565949,114.176246329886,2.872
1621219357,22.2971325843727,114.176246352108,2.87
1621219358,22.2971326260394,114.176246379886,2.869
1621219359,22.2971326732616,114.176246418775,2.86
