Var1,Var2,Var3,Var4
1567043230856110080,37.7986550170522,-122.408168431032,29.245084525086
1567043230909704960,37.7986551775405,-122.408167113853,29.2431791862473
1567043230963116032,37.7986553408388,-122.408165790706,29.2409520354122
1567043231060884992,37.7986556746242,-122.40816312246,29.2357279555872
1567043231114813952,37.7986558436539,-122.408161779348,29.2331072213128
1567043231168294912,37.7986560133003,-122.408160431781,29.230518209748
1567043231221787904,37.7986561832455,-122.408159080108,29.2279568100348
1567043231267213056,37.7986563528615,-122.408157721772,29.2254357393831
1567043231320633856,37.7986565217142,-122.408156356069,29.223021873273
1567043231374115072,37.7986566923569,-122.408154984257,29.2206175262108
1567043231405025024,37.7986568655886,-122.408153608752,29.2185181826353
1567043231458333952,37.7986570380075,-122.408152227408,29.2165647642687
1567043231511763200,37.7986572081221,-122.408150840972,29.2147730309516
1567043231565218816,37.7986573800144,-122.40814944959,29.2128484873101
1567043231618644992,37.7986575673439,-122.408148047349,29.2096451194957
1567043231664109056,37.798657765363,-122.408146639274,29.2058278713375
1567043231717611008,37.7986579630178,-122.408145228403,29.2024799501523
1567043231771002112,37.7986581624602,-122.40814381697,29.1991511369124
1567043231824542976,37.7986583570785,-122.408142402115,29.1960960924625
1567043231855246080,37.7986585466784,-122.408140985486,29.1934255557135
1567043231908791040,37.7986587236603,-122.408139565358,29.1919792890549
1567043231962119936,37.7986588942835,-122.408138141654,29.190935193561
1567043232015636992,37.7986590716259,-122.40813671968,29.1892123380676
1567043232069099776,37.7986592556684,-122.408135301705,29.186982720159
1567043232122626048,37.7986594452879,-122.408133887219,29.184365763329
1567043232153476096,37.7986596400896,-122.408132475871,29.1813094103709
1567043232206862848,37.7986598393911,-122.408131067569,29.1779733626172
1567043232260230144,37.7986600421407,-122.408129661049,29.1744613721967
1567043232314855168,37.7986602416031,-122.408128254159,29.1709777181968
1567043232368236032,37.7986604366648,-122.40812684885,29.1676484122872
1567043232421832192,37.7986606266953,-122.408125448366,29.164742381312
1567043232475142912,37.7986608122044,-122.408124053662,29.1622022017837
1567043232506181888,37.7986609931178,-122.408122669228,29.1601209975779
1567043232545654016,37.7986611691036,-122.40812129793,29.1583702052012
1567043232599358976,37.7986613435194,-122.408119939706,29.1567530957982
1567043232652686080,37.7986615238856,-122.408118596274,29.1545869857073
1567043232706347008,37.7986617155328,-122.408117272478,29.151335879229
1567043232759640832,37.7986619114777,-122.408115959,29.1481776367873
1567043232813043968,37.7986621117161,-122.408114659217,29.1447091577575
1567043232866617856,37.7986623113564,-122.408113374636,29.1413261573762
1567043232919961088,37.7986625021753,-122.408112102051,29.1384751629084
1567043233017775104,37.7986628473391,-122.408109586263,29.1346705351025
1567043233071123968,37.7986630064068,-122.408108344409,29.133182477206
1567043233124681984,37.7986631645368,-122.408107119034,29.1313147405162
1567043233155495936,37.7986633254118,-122.408105911278,29.1291705984622
1567043233195152128,37.7986634904014,-122.408104722704,29.1267914939672
1567043233248545024,37.798663662944,-122.408103554312,29.1242968244478
1567043233302031104,37.7986638376437,-122.408102404321,29.1218733116984
1567043233355452928,37.7986640098453,-122.408101270247,29.1195098217577
1567043233395153152,37.7986641758869,-122.408100149449,29.117391823791
1567043233448568064,37.7986643364497,-122.40809904028,29.1153485253453
1567043233502087168,37.798664492706,-122.408097942084,29.1132373549044
1567043233555607040,37.7986646457595,-122.408096856899,29.111041883938
1567043233609101056,37.798664795143,-122.408095786132,29.1090234648436
1567043233662462976,37.7986649421987,-122.408094729573,29.1071012346074
1567043233715949056,37.7986650886991,-122.40809368648,29.1053161220625
1567043233769302016,37.7986652324721,-122.408092654992,29.1037299307063
1567043233822781952,37.7986653741298,-122.408091634049,29.102248984389
1567043233853566976,37.7986655156802,-122.408090624295,29.100596270524
1567043233907077120,37.7986656576706,-122.40808962611,29.09870096948
1567043233960463104,37.7986657993656,-122.408088641555,29.0967606985942
1567043234014957824,37.7986659406313,-122.408087673744,29.0949524501339
1567043234068353792,37.7986660812003,-122.408086724421,29.09321075771
1567043234121826048,37.7986662182444,-122.408085793328,29.0915604392067
1567043234175257088,37.7986663511982,-122.4080848798,29.0898503642529
1567043234206255872,37.7986664794135,-122.408083983785,29.0882413154468
1567043234259660032,37.7986666037002,-122.408083104308,29.0865672994405
1567043234312992000,37.7986667249115,-122.408082243557,29.0848577460274
1567043234410854144,37.7986669610214,-122.408080583283,29.0818490171805
1567043234464893952,37.7986670777789,-122.408079784469,29.0803180765361
1567043234504641024,37.7986671945981,-122.408079006329,29.078783378005
1567043234558070784,37.798667309898,-122.408078246573,29.0772511065006
1567043234611636992,37.7986674224794,-122.408077503526,29.0756963165477
1567043234665239040,37.7986675324795,-122.408076775377,29.0740302028134
1567043234704809984,37.7986676382715,-122.408076061743,29.0723901987076
1567043234758203904,37.7986677397117,-122.408075362459,29.070826292038
1567043234811726080,37.798667837772,-122.408074679021,29.0694774370641
1567043234865097984,37.7986679326801,-122.408074011236,29.0682838922366
1567043234904877824,37.7986680258284,-122.408073359689,29.0671991817653
1567043234958257920,37.7986681167505,-122.408072723761,29.0661577135324
1567043235011883008,37.7986682054384,-122.408072102717,29.0650934213772
1567043235065187072,37.7986682930775,-122.408071498181,29.0640342067927
1567043235105016064,37.7986683792239,-122.408070909939,29.0630016541108
1567043235158298112,37.7986684637779,-122.408070337543,29.062058288604
1567043235211905024,37.7986685468625,-122.408069781947,29.0612384267151
1567043235265118976,37.7986686302727,-122.408069243369,29.0606556199491
1567043235318608128,37.7986687123009,-122.40806872167,29.0602003755048
1567043235416406016,37.7986688720361,-122.408067727233,29.0590943964198
1567043235469860096,37.7986689495451,-122.408067251316,29.0586559455842
1567043235523345920,37.7986690264648,-122.408066777364,29.0580969704315
1567043235576713984,37.7986691031985,-122.408066299019,29.0577937047929
1567043235607721984,37.7986691802851,-122.408065810349,29.05752381403
1567043235660972032,37.7986692574191,-122.408065310513,29.0573859484866
1567043235715024896,37.7986693346491,-122.40806479872,29.0573451025411
1567043235768414976,37.7986694130579,-122.408064275154,29.0572138670832
1567043235821830144,37.7986694923328,-122.408063740351,29.0569809805602
1567043235905949952,37.7986696535026,-122.408062637545,29.0563208917156
1567043235959374848,37.7986697361312,-122.408062071761,29.0560156665742
1567043236013775104,37.7986698211485,-122.408061498204,29.0556697817519
1567043236058273024,37.7986699086956,-122.408060916232,29.0552116828039
1567043236111752960,37.7986699976225,-122.408060325392,29.0547863375396
1567043236166696960,37.7986700882737,-122.408059724604,29.0543755535036
1567043236264840960,37.7986702771321,-122.408058499951,29.0533291995525
1567043236318320128,37.798670373661,-122.408057876515,29.0524773066863
1567043236371735040,37.7986704728348,-122.408057241795,29.051584161818
1567043236469597952,37.7986706811493,-122.408055932541,29.049822833389
1567043236515072000,37.7986707922057,-122.40805525519,29.0488818679005
1567043236568483072,37.7986709096515,-122.408054562104,29.0479094218463
1567043236608387072,37.7986710347282,-122.408053853849,29.0469463663176
1567043236661569024,37.7986711705274,-122.408053130942,29.0457778824493
1567043236759414016,37.7986714798727,-122.408051643199,29.0430653318763
1567043236799138048,37.7986716547309,-122.408050878244,29.0415385393426
1567043236852521984,37.7986718399892,-122.408050097961,29.0399711811915
1567043236906009856,37.798672034444,-122.408049302842,29.0384175255895
1567043236959412224,37.7986722356131,-122.408048493634,29.0369425443932
1567043237012945920,37.7986724427153,-122.40804767129,29.0355797084048
1567043237058355968,37.7986726553506,-122.408046837905,29.0342983882874
1567043237111916032,37.798672874317,-122.408045996262,29.0331114847213
1567043237166843904,37.7986730990646,-122.408045146379,29.0320181325078
1567043237220418816,37.7986733313769,-122.408044288716,29.0309801539406
1567043237273597952,37.7986735708905,-122.408043414558,29.0299245892093
1567043237327126016,37.7986738198161,-122.408042526342,29.0288313245401
1567043237357911040,37.7986740814811,-122.408041628678,29.0276779318228
1567043237411462144,37.7986743555321,-122.408040723215,29.0266386587173
1567043237457182976,37.7986746425922,-122.408039808367,29.0254229810089
1567043237510723072,37.798674942134,-122.408038884704,29.0240036705509
1567043237564730880,37.7986752530459,-122.408037953841,29.022438232787
1567043237610224128,37.7986755744721,-122.408037016618,29.0207593040541
1567043237664958976,37.7986759091841,-122.408036076392,29.0187885351479
1567043237718356992,37.7986762595177,-122.408035137918,29.0167025160044
1567043237771827968,37.7986766214665,-122.408034204571,29.0151388170198
1567043237869574144,37.7986773497555,-122.408032353285,29.0149510987103
1567043237915055104,37.7986777209278,-122.408031440471,29.0158093208447
1567043237968514048,37.798678106516,-122.408030540647,29.0164729338139
1567043238021977856,37.798678500562,-122.408029650633,29.0174098517746
1567043238075356928,37.7986789021969,-122.408028767232,29.0183561565354
1567043238129064960,37.7986793157438,-122.408027892099,29.0186819760129
1567043238159895040,37.7986797474327,-122.408027032662,29.0181238250807
1567043238213302016,37.7986801991123,-122.408026189701,29.0168970823288
1567043238266822144,37.7986806533235,-122.408025311562,29.0158968567848
1567043238320111872,37.7986811128205,-122.40802441843,29.0152339879423
1567043238365612032,37.7986815787678,-122.40802352829,29.0142612019554
1567043238419130112,37.798682049654,-122.408022641544,29.0129886316136
1567043238516849920,37.7986830098161,-122.408020880251,29.0101591963321
1567043238570310144,37.7986834990996,-122.408020006061,29.0094156228006
1567043238610141952,37.7986839974799,-122.408019142906,29.0089965714142
1567043238664964864,37.798684507604,-122.408018291829,29.0084345564246
1567043238718458880,37.7986850266609,-122.408017450821,29.0079378942028
1567043238763879936,37.7986855551176,-122.408016622036,29.0072797778994
1567043238817363968,37.7986860938791,-122.408015805238,29.0062201619148
1567043238870716928,37.7986866376485,-122.408014996858,29.005178116262
1567043238968587008,37.7986877296586,-122.408013398959,29.0036383401603
1567043239008481024,37.798688282237,-122.408012607692,29.0029131565243
1567043239061726208,37.7986888374691,-122.408011820856,29.002345177345
1567043239115464960,37.7986893971065,-122.408011038651,29.0021334029734
1567043239160721152,37.7986899687518,-122.408010264433,29.0024506058544
1567043239215096064,37.7986905560502,-122.408009501684,29.0028462577611
1567043239268248064,37.7986911517009,-122.408008736287,29.0041176471859
1567043239313910016,37.7986917676381,-122.408007983938,29.0060472330078
1567043239367134208,37.7986923984746,-122.408007248689,29.0079768095165
1567043239420646912,37.7986930296815,-122.40800652911,29.0101613998413
1567043239473989120,37.7986936584703,-122.408005826848,29.0125826830044
1567043239527604224,37.7986942875404,-122.408005146697,29.0149167645723
1567043239580843008,37.7986949137473,-122.408004485201,29.0169373936951
1567043239611798016,37.798695537876,-122.408003834525,29.0186576312408
1567043239709794048,37.7986967897753,-122.408002537221,29.0202431809157
1567043239763179008,37.7986974241943,-122.408001887759,29.0201482018456
1567043239816606976,37.7986980668896,-122.408001238614,29.0198545586318
1567043239870002944,37.7986987212107,-122.408000593663,29.0194126693532
1567043239923474944,37.7986993896168,-122.407999957327,29.0187781667337
1567043239976943104,37.7987000713313,-122.407999331013,29.018154958263
1567043240030369024,37.7987007662255,-122.40799871351,29.0176494326442
1567043240061156864,37.7987014775564,-122.407998100867,29.0170039283112
1567043240159310080,37.7987029497806,-122.407996914727,29.0159757165238
1567043240212809984,37.7987037026803,-122.407996338877,29.0163330920041
1567043240266312960,37.7987044709117,-122.407995722209,29.0163730466738
1567043240319741952,37.7987052564862,-122.407995095029,29.0157685354352
1567043240365224960,37.798706050815,-122.40799447783,29.0153635656461
1567043240418616064,37.7987068504165,-122.407993866861,29.0154559463263
1567043240472024832,37.7987076556796,-122.4079932674,29.015657694079
1567043240525548032,37.7987084687937,-122.407992686595,29.0153444679454
1567043240579065088,37.7987092873012,-122.407992125942,29.0147041417658
1567043240610064128,37.798710108317,-122.407991580538,29.0139258159325
1567043240664859904,37.7987109299443,-122.407991051699,29.0130724646151
1567043240718270976,37.7987117536713,-122.407990541854,29.0119708403945
1567043240763766016,37.7987125814991,-122.407990052484,29.0108029739931
1567043240817223936,37.7987134129791,-122.407989578983,29.0096993818879
1567043240870588160,37.7987142450013,-122.407989118027,29.0087970010936
1567043240924065024,37.7987150748559,-122.407988665083,29.0080606145784
1567043240977530880,37.7987159013791,-122.407988219846,29.007514519617
1567043241030947840,37.7987167257966,-122.407987782746,29.0070970235392
1567043241061826048,37.7987175492263,-122.407987352248,29.0070686787367
1567043241115185920,37.798718374188,-122.407986933269,29.007106310688
1567043241168615936,37.7987191999103,-122.407986533083,29.0068842815235
1567043241222050816,37.7987200281448,-122.407986157529,29.0061894841492
1567043241287298048,37.7987208762191,-122.407985799812,29.0051034837961
1567043241340759040,37.7987217380361,-122.407985477641,29.0037038521841
1567043241371534080,37.7987226069891,-122.407985186764,29.0019984114915
1567043241425078016,37.7987234843199,-122.40798492535,29.0001148656011
1567043241478523136,37.7987243656155,-122.407984687191,28.9982167966664
1567043241531969024,37.7987252489443,-122.407984469823,28.9961602762341
1567043241585318144,37.798726130316,-122.407984266353,28.9941779552028
1567043241638878976,37.7987270097071,-122.407984072588,28.9920198488981
1567043241692912128,37.7987278857198,-122.407983879646,28.990647284314
1567043241732608000,37.7987287605586,-122.407983687311,28.9901760844514
1567043241786048000,37.7987296366541,-122.407983500667,28.9901738762856
1567043241839515904,37.7987305159215,-122.407983320363,28.9903782662004
1567043241892896768,37.7987313994027,-122.407983148188,28.990844225511
1567043241924112128,37.7987322901183,-122.407982990059,28.9911184245721
1567043241977172992,37.7987331889376,-122.407982855835,28.9908839575946
1567043242030673152,37.7987340958042,-122.407982749207,28.9901824053377
1567043242128587008,37.7987359375138,-122.407982616928,28.9877240490168
1567043242181870848,37.7987368749899,-122.407982581211,28.9865265833214
1567043242235322880,37.7987378251768,-122.407982560953,28.9854193013161
1567043242288791040,37.7987388168918,-122.407982547096,28.9845178686082
1567043242342792960,37.7987398356163,-122.407982548664,28.984247116372
1567043242396299008,37.7987408687191,-122.407982557031,28.9843535097316
1567043242435954176,37.7987419161745,-122.407982573835,28.9847662448883
1567043242489372928,37.7987429811494,-122.407982604469,28.9851588616148
1567043242542987008,37.7987440653143,-122.407982652744,28.9856595369056
1567043242582588928,37.798745168796,-122.407982731351,28.986191842705
1567043242636040960,37.7987462913984,-122.407982842922,28.9866561368108
1567043242689434112,37.7987474363744,-122.40798297695,28.9871785398573
1567043242742917888,37.7987486052644,-122.407983136925,28.9875575536862
1567043242773720064,37.7987498018164,-122.407983327962,28.9873793134466
1567043242827214848,37.7987510251627,-122.407983548066,28.9868193594739
1567043242880590080,37.7987522766994,-122.407983789926,28.986313899979
1567043242934109952,37.7987535561911,-122.407984056167,28.9855579184368
1567043242987523072,37.7987548623679,-122.407984341246,28.9852550486103
1567043243040914176,37.7987561902764,-122.407984649264,28.985015229322
1567043243094381056,37.798757537252,-122.407984981467,28.98492312897
1567043243125273088,37.7987589020425,-122.407985343091,28.9852124163881
1567043243178661120,37.7987602865415,-122.407985741485,28.9856245350093
1567043243232147968,37.7987616838894,-122.40798618654,28.9862314173952
1567043243285518848,37.7987631305695,-122.407986673284,28.9862414309755
1567043243339202048,37.7987646037706,-122.407987196041,28.9879113668576
1567043243392630016,37.7987660971766,-122.407987739458,28.9912474015728
1567043243423547904,37.798767608771,-122.407988325235,28.9953203061596
1567043243521359872,37.7987706929576,-122.407989727188,28.9992138622329
1567043243574841088,37.7987722696507,-122.407990535784,28.999754155986
1567043243614643968,37.7987738608198,-122.407991414513,28.9988471297547
1567043243667907840,37.7987754706926,-122.407992350076,28.9968191739172
1567043243721434112,37.7987771013424,-122.407993333303,28.9943756544963
1567043243774764032,37.7987787509169,-122.407994361483,28.9917035065591
1567043243814574080,37.7987804301199,-122.407995411625,28.9901148676872
1567043243867929088,37.798782135121,-122.407996498857,28.9893758948892
1567043243921382912,37.7987838651865,-122.407997628941,28.989111061208
1567043243974802944,37.7987856361382,-122.407998784732,28.9917999785393
1567043244014673920,37.7987874393335,-122.407999985568,28.995771324262
1567043244067985152,37.7987892732621,-122.408001245763,29.0004795435816
1567043244121396992,37.7987911221261,-122.408002574387,29.0042570643127
1567043244174850816,37.7987929712047,-122.40800397312,29.0060621816665
1567043244214739200,37.7987948194275,-122.408005434399,29.005305910483
1567043244267971072,37.7987966290365,-122.408006975553,29.0037826756015
1567043244321430016,37.7987984287419,-122.408008577079,29.0024765031412
1567043244374851072,37.7988002539665,-122.408010211074,29.0013258643448
1567043244428348160,37.7988021100451,-122.40801187192,29.0011644009501
1567043244526396928,37.7988059238764,-122.408015266763,29.0045096427202
1567043244579628032,37.7988078696215,-122.40801701258,29.0071251895279
1567043244633035776,37.7988098276836,-122.408018803395,29.0094053512439
1567043244687508224,37.7988117946682,-122.408020649503,29.0110770128667
1567043244741003008,37.7988137639433,-122.40802255759,29.0120974713936
1567043244771799040,37.7988157314682,-122.40802452792,29.0123132765293
1567043244825293056,37.7988177036191,-122.40802655582,29.0121154272929
1567043244878627072,37.7988196899212,-122.408028630742,29.0119638554752
1567043244932104192,37.79882169178,-122.408030743644,29.0119224255905
1567043245016214016,37.798825771496,-122.408035043324,29.0131265195087
1567043245069673984,37.7988278440243,-122.408037227987,29.0140695851296
1567043245123110144,37.7988299319137,-122.408039447265,29.0149545175955
1567043245168555008,37.7988320299152,-122.408041709313,29.0154590904713
1567043245221904128,37.7988341467494,-122.40804400287,29.0166387790814
1567043245275396096,37.7988363035455,-122.408046415992,29.0164861083031
1567043245373225984,37.7988406552591,-122.408051464383,29.0169505896047
1567043245426732032,37.7988428504184,-122.408054045388,29.0177711471915
1567043245480165120,37.798845054778,-122.408056671065,29.0183381475508
1567043245577942016,37.7988494846782,-122.408062060072,29.0187004934996
1567043245623471104,37.7988517174634,-122.408064803766,29.0196105930954
1567043245676826880,37.7988539614804,-122.408067587393,29.0205961465836
1567043245716589824,37.7988562165307,-122.408070415476,29.0209086518735
1567043245769978112,37.7988584936638,-122.408073275467,29.0214777281508
1567043245867866880,37.7988631375739,-122.408079057266,29.0218195188791
1567043245907723008,37.7988654981935,-122.408081974667,29.0228685745969
1567043245961001984,37.7988678802223,-122.408084907926,29.0254252953455
1567043246014604032,37.7988702778512,-122.408087873359,29.0279999962077
1567043246068061952,37.7988726801402,-122.408090876752,29.030262151733
1567043246121513984,37.7988750930964,-122.408093907006,29.0326810143888
1567043246166909952,37.7988775162214,-122.408096955857,29.0347005259246
1567043246220334080,37.7988799527084,-122.408100032996,29.035850731656
1567043246273776128,37.7988823981068,-122.408103139657,29.0367253953591
1567043246327279104,37.7988848606021,-122.408106254932,29.0393054438755
1567043246380673792,37.7988873433607,-122.408109390105,29.0418479349464
1567043246434139904,37.7988898410807,-122.408112549591,29.0441133528948
1567043246487566080,37.7988923549081,-122.408115722897,29.0466206530109
1567043246518354944,37.7988948810443,-122.4081189066,29.0492050433531
1567043246563812096,37.7988974137062,-122.408122106016,29.0515628848225
1567043246617500160,37.7988999505257,-122.408125314475,29.0544316945598
1567043246670824960,37.7989024942922,-122.408128528047,29.057476868853
1567043246716296960,37.7989050435344,-122.408131738367,29.0604566084221
1567043246769697792,37.7989075949446,-122.408134948756,29.0635486608371
1567043246823243008,37.7989101423499,-122.408138173584,29.0659096939489
1567043246876597760,37.798912692452,-122.408141403503,29.0681471824646
1567043246974415104,37.7989178151448,-122.408147870277,29.072420174256
1567043247019883008,37.7989203720895,-122.408151128825,29.0732990261167
1567043247073308928,37.798922928874,-122.408154392371,29.0745514947921
1567043247126828800,37.7989254818745,-122.408157649976,29.0765375941992
1567043247180154112,37.7989280332614,-122.408160904228,29.0791190909222
1567043247233662976,37.7989305709598,-122.408164162642,29.0813788222149
1567043247287079936,37.7989330815444,-122.408167421966,29.0830637691543
1567043247317964032,37.7989355704849,-122.40817067703,29.0845525451005
1567043247371331840,37.7989380450592,-122.408173931233,29.0859976997599
1567043247424902912,37.7989405168766,-122.408177187069,29.0878419429064
1567043247470211072,37.7989429924449,-122.408180435251,29.0905885389075
1567043247523811072,37.7989454589969,-122.408183689661,29.0932272812352
1567043247621640960,37.7989503852422,-122.408190227683,29.0974308373407
1567043247674957056,37.798952848991,-122.408193507927,29.0997862713411
1567043247714694912,37.798955311102,-122.408196798771,29.1018639914691
1567043247768022016,37.7989577762186,-122.40820010153,29.1039482485503
1567043247821672960,37.7989602525919,-122.408203407285,29.1067831479013
1567043247867057920,37.7989627355358,-122.408206717199,29.1097233556211
1567043247920412160,37.7989652190036,-122.408210035267,29.1126321451738
1567043247973810944,37.7989676961697,-122.408213367276,29.1147188115865
1567043248071681024,37.7989726540412,-122.408220050426,29.1202262500301
1567043248111649024,37.7989751282038,-122.408223395077,29.1233014445752
1567043248166650112,37.798977605928,-122.408226735783,29.1267193052918
1567043248220119040,37.7989800788934,-122.408230074443,29.1299425959587
1567043248265496064,37.7989825403184,-122.408233426021,29.1329170363024
1567043248319035904,37.7989849978484,-122.408236776056,29.135998991318
1567043248372384000,37.798987444574,-122.408240119989,29.139263655059
1567043248417854976,37.7989898821771,-122.408243463693,29.1425017938018
1567043248471284992,37.7989923050819,-122.408246811818,29.1453312290832
1567043248524749056,37.7989947169139,-122.408250157213,29.1478590844199
1567043248578157056,37.7989971215869,-122.408253493465,29.1506304498762
1567043248631643904,37.7989995149933,-122.408256828116,29.1527371192351
1567043248685094144,37.7990019025359,-122.408260147842,29.1553841521963
1567043248715889920,37.7990042884678,-122.408263450252,29.1593829020858
1567043248814529024,37.7990090378371,-122.408270026068,29.1671831319109
1567043248867970816,37.799011393707,-122.408273313424,29.1703448751941
1567043248921412864,37.7990137375716,-122.408276602836,29.1734525198117
1567043248974806016,37.7990160691882,-122.408279896985,29.1756475716829
1567043249028326912,37.7990183917149,-122.408283191397,29.1777868401259
1567043249081705984,37.7990207103045,-122.408286482352,29.1800446454436
1567043249135216896,37.7990230231236,-122.408289762699,29.1828297208995
1567043249166412032,37.7990253338441,-122.408293032098,29.1858173534274
1567043249264400128,37.7990299302962,-122.408299566003,29.1904557039961
1567043249317933056,37.7990322214668,-122.40830284046,29.1919950088486
1567043249371289856,37.7990345014791,-122.408306106892,29.1933872783557
1567043249424817920,37.7990367697333,-122.408309371679,29.1944297067821
1567043249470134016,37.799039028967,-122.408312634664,29.1951498026028
1567043249523632896,37.7990412822613,-122.408315889959,29.1959083890542
1567043249577025792,37.799043526367,-122.40831914113,29.1963533284143
1567043249630593024,37.7990457626689,-122.40832238896,29.1962758675218
1567043249683922944,37.799047995533,-122.408325632263,29.1962348567322
1567043249737356032,37.799050223778,-122.408328870185,29.1961238738149
1567043249768210944,37.7990524485854,-122.40833209939,29.1960988836363
1567043249821713920,37.7990546774599,-122.408335311961,29.1963990358636
1567043249867108096,37.7990568980506,-122.408338518579,29.1967057725415
1567043249920589824,37.7990591111548,-122.408341712631,29.1976799434051
1567043249973978880,37.7990613161651,-122.408344895857,29.1988494191319
1567043250027510016,37.7990635146465,-122.408348070664,29.1999576697126
1567043250080838912,37.7990657079935,-122.40835123309,29.2014602711424
1567043250134278912,37.7990678973626,-122.408354390518,29.2025527562946
1567043250166215936,37.7990700809241,-122.408357539905,29.2031474690884
1567043250219656960,37.7990722614049,-122.408360681021,29.2037691250443
1567043250273068032,37.7990744312285,-122.408363804505,29.2051386376843
1567043250326597888,37.7990765920766,-122.408366910552,29.2068181503564
1567043250424416000,37.7990808803786,-122.408373095729,29.2092940099537
1567043250455124992,37.7990830156708,-122.408376155859,29.2112332396209
1567043250508827904,37.7990851341209,-122.408379195575,29.2126594586298
1567043250562081024,37.7990872379656,-122.408382211489,29.2143887775019
1567043250615521792,37.7990893371156,-122.408385202441,29.2163364570588
1567043250668984832,37.7990914346988,-122.408388169541,29.2190018733963
1567043250722439936,37.7990935143528,-122.408391121093,29.2209812430665
1567043250775824896,37.7990955813141,-122.408394059146,29.2224502470344
1567043250815564032,37.7990976339293,-122.408396988385,29.223479709588
1567043250869024000,37.7990996776812,-122.408399900557,29.224472053349
1567043250922620160,37.7991017152432,-122.40840278905,29.2261894177645
1567043250975881984,37.7991037469187,-122.408405659453,29.2281136484817
1567043251006856960,37.7991057602977,-122.408408514589,29.2300677131861
1567043251060204032,37.7991077664468,-122.408411351204,29.2321504121646
1567043251114612992,37.7991097616306,-122.408414172758,29.23408708442
1567043251167952896,37.7991117462835,-122.408416976395,29.2358292387798
1567043251221447936,37.7991137187052,-122.408419761826,29.2371953865513
1567043251274818048,37.7991156751543,-122.408422523353,29.2388205304742
1567043251328339200,37.7991176264089,-122.408425259995,29.2408961439505
1567043251426240000,37.7991214999253,-122.408430699218,29.2450298434123
1567043251471601920,37.7991234205611,-122.408433407038,29.246930279769
1567043251511252992,37.7991253377691,-122.408436099787,29.2486894279718
1567043251564660992,37.7991272454082,-122.408438782692,29.2503902092576
1567043251618153216,37.7991291463612,-122.408441447731,29.2522087777033
1567043251657829120,37.7991310347665,-122.408444098583,29.2541568074375
1567043251711258880,37.7991329077063,-122.408446728254,29.2561962129548
1567043251764772864,37.7991347671843,-122.408449334747,29.2585883717984
1567043251818240768,37.799136613048,-122.408451920231,29.2608694052324
1567043251849040896,37.7991384423338,-122.40845448809,29.2628730088472
1567043251902499840,37.7991402532983,-122.408457031336,29.2648052694276
1567043251955859968,37.7991420508333,-122.408459543032,29.2667119624093
1567043252009444096,37.79914382973,-122.40846202349,29.2682477552444
1567043252062712832,37.7991455894683,-122.408464475073,29.269557364285
1567043252116271104,37.799147327009,-122.408466899018,29.2709248382598
1567043252169716992,37.7991490419826,-122.408469293501,29.2727836556733
1567043252200894976,37.7991552380051,-122.408474060799,29.2723681572825
1567043252254263040,37.7991568771823,-122.408476408754,29.2884006705135
1567043252307974144,37.7991585433294,-122.408478646345,29.2787004718557
1567043252361135104,37.7991602120082,-122.408480872271,29.2752481931821
1567043252414859008,37.7991618156567,-122.408483111228,29.2709945067763
1567043252468257792,37.7991633408304,-122.40848531551,29.2688133753836
